Date,Region,Province,City,Product,Category,Sales,Quantity,CustomerID,Profit
2025-11-23,Central,Saraburi,Muak Lek,Smartphone,Electronics,21204,1,CUST0065,2860.6
2025-02-06,North,Chiang Mai,Doi Saket,Laptop,Electronics,44515,7,CUST0031,7685.7
2025-06-21,East,Rayong,Ban Chang,Tablet,Electronics,11405,2,CUST0077,1702.6
2025-03-17,South,Phuket,Phuket City,Tablet,Electronics,14138,5,CUST0047,1926.56
2025-03-02,East,Chonburi,Si Racha,Printer,Electronics,8829,9,CUST0093,1351.9
2025-08-23,Central,Saraburi,Muak Lek,Laptop,Electronics,40152,6,CUST0086,7244.36
2025-03-12,Northeast,Khon Kaen,Mueang Khon Kaen,Laptop,Electronics,44048,5,CUST0009,8420.64
2025-12-03,North,Chiang Rai,Mae Sai,Smartphone,Electronics,21065,1,CUST0014,3454.75
2025-04-06,Central,Saraburi,Kaeng Khoi,Smartphone,Electronics,26741,8,CUST0044,3555.15
2025-07-05,Central,Bangkok,Bangkok,Printer,Electronics,8449,5,CUST0014,449.9
2025-06-10,North,Chiang Mai,Doi Saket,Printer,Electronics,5295,3,CUST0028,84.5
2025-02-02,Central,Saraburi,Kaeng Khoi,Laptop,Electronics,29425,2,CUST0034,5200.5
2025-04-04,East,Rayong,Ban Chang,Tablet,Electronics,12789,7,CUST0070,1119.68
2025-05-16,South,Phuket,Patong,Tablet,Electronics,17671,10,CUST0076,2254.52
2025-03-19,Northeast,Khon Kaen,Mueang Khon Kaen,Tablet,Electronics,15594,8,CUST0078,2054.28
2025-07-21,South,Surat Thani,Koh Samui,Tablet,Electronics,9940,1,CUST0097,1478.8
2025-11-05,East,Rayong,Ban Chang,Printer,Electronics,8300,10,CUST0059,659
2025-11-24,Central,Saraburi,Kaeng Khoi,Laptop,Electronics,31577,7,CUST0039,6086.86
2025-05-03,South,Surat Thani,Mueang Surat Thani,Laptop,Electronics,36618,4,CUST0027,6867.24
2025-08-27,East,Chonburi,Si Racha,Smartphone,Electronics,28067,4,CUST0075,4684.05
2025-11-02,South,Phuket,Phuket City,Printer,Electronics,5248,2,CUST0092,208.8
2025-03-30,North,Chiang Rai,Mueang Chiang Rai,Printer,Electronics,10757,6,CUST0063,1191.7
2025-08-12,North,Chiang Rai,Mae Sai,Printer,Electronics,9733,6,CUST0004,545.3
2025-12-02,South,Surat Thani,Koh Samui,Tablet,Electronics,11944,9,CUST0005,1243.28
2025-02-03,East,Chonburi,Si Racha,Smartphone,Electronics,21854,7,CUST0069,3200.1
2025-03-29,Central,Saraburi,Muak Lek,Smartphone,Electronics,17939,6,CUST0011,2812.85
