Date,Region,Province,City,Product,Category,Sales,Quantity,CustomerID,Profit
2025-07-20,Northeast,Nakhon Ratchasima,Pak Chong,Tablet,Electronics,13995,8,CUST0020,2003.4
2025-07-21,South,Surat Thani,Koh Samui,Tablet,Electronics,9940,1,CUST0097,1478.8
2025-07-23,Northeast,Khon Kaen,Mueang Khon Kaen,Desk,Furniture,12940,2,CUST0031,2983.16
2025-07-23,Central,Bangkok,Bangkok,Tablet,Electronics,10510,1,CUST0033,1030.2
2025-07-23,South,Surat Thani,Koh Samui,Smartphone,Electronics,16113,9,CUST0063,2457.95
2025-07-26,South,Surat Thani,Koh Samui,Printer,Electronics,6004,3,CUST0050,1085.4
2025-07-26,North,Chiang Rai,Mueang Chiang Rai,Printer,Electronics,98700,10,CUST0021,8052.9
2025-07-26,Central,Saraburi,Muak Lek,Laptop,Electronics,38640,7,CUST0009,7150.2
2025-07-27,Central,Saraburi,Muak Lek,Printer,Electronics,5873,3,CUST0049,988.3
2025-07-29,Central,Bangkok,Bangkok,Laptop,Electronics,156474,6,CUST0143,26050.5
2025-07-29,South,Surat Thani,Koh Samui,Laptop,Electronics,31396,8,CUST0079,6133.28
2025-07-30,Northeast,Nakhon Ratchasima,Pak Chong,Binder,Office Supplies,216,2,CUST0121,24.82
2025-07-30,Northeast,Khon Kaen,Mueang Khon Kaen,Printer,Electronics,10927,1,CUST0064,1205.7
2025-08-01,East,Chonburi,Pattaya,Stapler,Office Supplies,1155,7,CUST0108,139.39
2025-08-01,Central,Saraburi,Kaeng Khoi,Laptop,Electronics,37933,9,CUST0098,6851.94
2025-08-01,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Binder,Office Supplies,1040,8,CUST0049,89.22
2025-08-01,North,Chiang Rai,Mueang Chiang Rai,Stapler,Office Supplies,790,5,CUST0056,133.53
2025-08-02,North,Chiang Mai,Doi Saket,Printer,Electronics,8722,1,CUST0088,936.2
2025-08-03,Central,Saraburi,Kaeng Khoi,Tablet,Electronics,56730,5,CUST0081,7572.68
2025-08-04,North,Chiang Mai,Doi Saket,Tablet,Electronics,15293,9,CUST0097,1832.16
2025-08-04,Central,Bangkok,Bangkok,Tablet,Electronics,12735,9,CUST0066,1630.2
2025-08-08,North,Chiang Mai,Doi Saket,Tablet,Electronics,13125,10,CUST0024,1352.0
2025-08-08,East,Rayong,Ban Chang,Tablet,Electronics,9508,6,CUST0025,1349.96
2025-08-08,Central,Saraburi,Kaeng Khoi,Pen,Office Supplies,152,4,CUST0024,34.42
2025-08-09,Central,Saraburi,Muak Lek,Lamp,Furniture,10980,9,CUST0144,1131.06
2025-08-11,North,Chiang Rai,Mueang Chiang Rai,Tablet,Electronics,14365,3,CUST0016,1490.8
2025-08-12,South,Surat Thani,Koh Samui,Smartphone,Electronics,12307,1,CUST0032,1916.05
2025-08-12,East,Chonburi,Pattaya,Laptop,Electronics,41468,6,CUST0043,7665.24
2025-08-12,East,Rayong,Mueang Rayong,Tablet,Electronics,14609,4,CUST0009,1907.08
2025-08-12,North,Chiang Rai,Mae Sai,Printer,Electronics,9733,6,CUST0004,545.3
2025-08-13,North,Chiang Mai,Doi Saket,Paper,Office Supplies,708,4,CUST0006,39.93
2025-08-13,South,Surat Thani,Koh Samui,Smartphone,Electronics,17696,8,CUST0013,2896.4
2025-08-14,South,Phuket,Phuket City,Tablet,Electronics,49804,4,CUST0139,5816.73
2025-08-16,East,Rayong,Mueang Rayong,Printer,Electronics,6619,3,CUST0071,417.9
2025-08-16,Central,Saraburi,Muak Lek,Tablet,Electronics,8753,1,CUST0015,1017.26
2025-08-16,East,Rayong,Mueang Rayong,Bookshelf,Furniture,12018,2,CUST0092,2129.87
2025-08-19,Central,Saraburi,Kaeng Khoi,Printer,Electronics,59736,6,CUST0039,5915.37
2025-08-20,North,Chiang Mai,Mueang Chiang Mai,Tablet,Electronics,16012,3,CUST0073,1704.44
2025-08-20,East,Rayong,Ban Chang,Printer,Electronics,11436,6,CUST0054,1281.6
2025-08-20,Northeast,Nakhon Ratchasima,Pak Chong,Pen,Office Supplies,440,8,CUST0025,93.46
2025-08-21,South,Surat Thani,Mueang Surat Thani,Laptop,Electronics,25184,4,CUST0088,4131.12
2025-08-21,East,Chonburi,Si Racha,Printer,Electronics,11049,4,CUST0035,791.9
2025-08-22,East,Chonburi,Si Racha,Tablet,Electronics,8449,5,CUST0074,960.88
2025-08-23,Central,Saraburi,Muak Lek,Laptop,Electronics,40152,6,CUST0086,7244.36
2025-08-24,North,Chiang Mai,Mueang Chiang Mai,Lamp,Furniture,2130,2,CUST0093,232.85
2025-08-25,North,Chiang Rai,Mueang Chiang Rai,Printer,Electronics,86960,8,CUST0070,7972.01
2025-08-26,Central,Bangkok,Bangkok,Smartphone,Electronics,17868,1,CUST0040,2502.2
2025-08-26,Central,Saraburi,Kaeng Khoi,Smartphone,Electronics,255340,10,CUST0083,40373.82
2025-08-26,North,Chiang Rai,Mueang Chiang Rai,Smartphone,Electronics,20855,10,CUST0068,2935.25
2025-08-27,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Laptop,Electronics,35643,5,CUST0030,6794.74
2025-08-27,East,Chonburi,Si Racha,Smartphone,Electronics,28067,4,CUST0075,4684.05
2025-08-27,Northeast,Khon Kaen,Chum Phae,Printer,Electronics,17236,2,CUST0077,2030.56
2025-08-27,South,Surat Thani,Koh Samui,Binder,Office Supplies,1370,10,CUST0030,162.41
2025-08-28,North,Chiang Mai,Mueang Chiang Mai,Tablet,Electronics,16267,10,CUST0090,1525.04
2025-08-29,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Pen,Office Supplies,99,3,CUST0123,18.6
2025-08-29,North,Chiang Mai,Doi Saket,Smartphone,Electronics,89865,5,CUST0112,16159.23
2025-08-30,North,Chiang Mai,Doi Saket,Laptop,Electronics,26643,9,CUST0023,4450.74
2025-08-31,East,Rayong,Ban Chang,Smartphone,Electronics,23960,9,CUST0070,3547.0
2025-09-03,East,Rayong,Mueang Rayong,Tablet,Electronics,9720,1,CUST0058,1117.4
2025-09-04,East,Chonburi,Pattaya,Printer,Electronics,5392,1,CUST0071,726.2
2025-09-04,East,Rayong,Ban Chang,Laptop,Electronics,32486,8,CUST0078,5644.48
2025-09-05,North,Chiang Rai,Mueang Chiang Rai,Lamp,Furniture,8670,10,CUST0076,1191.96
2025-09-05,South,Surat Thani,Koh Samui,Laptop,Electronics,29555,4,CUST0028,5623.9
2025-09-05,East,Rayong,Mueang Rayong,Pen,Office Supplies,504,6,CUST0023,94.16
2025-09-06,South,Phuket,Phuket City,Tablet,Electronics,16217,2,CUST0083,2125.04
2025-09-08,Northeast,Nakhon Ratchasima,Pak Chong,Smartphone,Electronics,25215,2,CUST0093,3687.25
2025-09-09,East,Rayong,Ban Chang,Smartphone,Electronics,22159,4,CUST0060,3546.85
2025-09-09,South,Surat Thani,Mueang Surat Thani,Tablet,Electronics,14533,5,CUST0041,1647.96
2025-09-11,South,Phuket,Patong,Bookshelf,Furniture,13212,2,CUST0117,2047.67
2025-09-11,East,Rayong,Ban Chang,Tablet,Electronics,11756,1,CUST0062,1906.72
2025-09-11,South,Phuket,Phuket City,Laptop,Electronics,44238,9,CUST0049,8445.84
2025-09-12,Central,Saraburi,Kaeng Khoi,Desk,Furniture,48640,8,CUST0003,8742.76
2025-09-13,East,Rayong,Mueang Rayong,Tablet,Electronics,8624,4,CUST0090,1365.88
2025-09-14,South,Phuket,Patong,Printer,Electronics,9198,6,CUST0085,1396.8
2025-09-14,North,Chiang Mai,Mueang Chiang Mai,Stapler,Office Supplies,606,2,CUST0111,63.02
2025-09-16,East,Chonburi,Pattaya,Chair,Furniture,26784,9,CUST0111,5460.16
2025-09-16,East,Rayong,Ban Chang,Printer,Electronics,75924,9,CUST0072,6743.39
2025-09-19,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Printer,Electronics,14648,2,CUST0086,1473.85
2025-09-19,Northeast,Khon Kaen,Mueang Khon Kaen,Pen,Office Supplies,135,3,CUST0066,22.33
2025-09-21,East,Rayong,Ban Chang,Smartphone,Electronics,111216,7,CUST0093,14597.65
2025-09-22,Northeast,Khon Kaen,Chum Phae,Tablet,Electronics,17590,10,CUST0081,2233.8
2025-09-23,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Printer,Electronics,11774,8,CUST0011,908.4
2025-09-24,East,Rayong,Ban Chang,Tablet,Electronics,9418,4,CUST0079,1529.16
2025-09-25,North,Chiang Mai,Doi Saket,Smartphone,Electronics,24888,2,CUST0099,3612.2
2025-09-25,Central,Saraburi,Kaeng Khoi,Laptop,Electronics,39871,8,CUST0091,6909.78
2025-09-27,Northeast,Khon Kaen,Chum Phae,Printer,Electronics,11998,9,CUST0036,1073.8
2025-09-27,North,Chiang Rai,Mueang Chiang Rai,Laptop,Electronics,258752,8,CUST0132,48878.47
2025-09-27,Northeast,Khon Kaen,Chum Phae,Desk,Furniture,62363,7,CUST0053,7927.69
2025-09-27,South,Surat Thani,Mueang Surat Thani,Tablet,Electronics,15509,8,CUST0088,1775.08
2025-09-28,South,Phuket,Phuket City,Printer,Electronics,8660,1,CUST0021,1097.0
2025-09-29,North,Chiang Rai,Mae Sai,Smartphone,Electronics,27575,2,CUST0038,4360.25
2025-09-29,East,Rayong,Ban Chang,Tablet,Electronics,66552,8,CUST0093,7027.45
2025-09-29,Central,Saraburi,Muak Lek,Chair,Furniture,4920,3,CUST0061,843.31
2025-10-01,East,Chonburi,Si Racha,Tablet,Electronics,14774,1,CUST0091,1878.88
2025-10-01,Central,Saraburi,Muak Lek,Printer,Electronics,10317,2,CUST0056,702.7
2025-10-02,North,Chiang Mai,Doi Saket,Tablet,Electronics,17259,5,CUST0066,1972.08
2025-10-03,East,Chonburi,Pattaya,Laptop,Electronics,41407,8,CUST0084,7447.26
2025-10-03,North,Chiang Mai,Mueang Chiang Mai,Tablet,Electronics,9003,5,CUST0088,1489.36
2025-10-03,North,Chiang Rai,Mueang Chiang Rai,Printer,Electronics,9267,10,CUST0091,1230.7
2025-10-04,South,Surat Thani,Koh Samui,Chair,Furniture,1769,1,CUST0061,180.05
2025-10-04,East,Chonburi,Si Racha,Tablet,Electronics,36630,3,CUST0124,5337.08
2025-10-06,North,Chiang Rai,Mae Sai,Pen,Office Supplies,296,4,CUST0099,55.0
2025-10-06,Northeast,Nakhon Ratchasima,Pak Chong,Laptop,Electronics,26811,2,CUST0088,4336.98
2025-10-07,South,Phuket,Patong,Binder,Office Supplies,532,7,CUST0094,43.45
2025-10-09,North,Chiang Rai,Mueang Chiang Rai,Printer,Electronics,5177,10,CUST0033,912.7
2025-10-10,North,Chiang Rai,Mae Sai,Smartphone,Electronics,27582,10,CUST0099,4432.3
2025-10-10,South,Phuket,Phuket City,Smartphone,Electronics,28881,1,CUST0049,3878.15
2025-10-10,East,Rayong,Ban Chang,Printer,Electronics,8887,4,CUST0006,1269.7
2025-10-10,North,Chiang Mai,Doi Saket,Printer,Electronics,10089,8,CUST0042,952.9
2025-10-11,North,Chiang Rai,Mae Sai,Laptop,Electronics,40556,6,CUST0019,7079.08
2025-10-12,Northeast,Nakhon Ratchasima,Pak Chong,Smartphone,Electronics,18016,5,CUST0065,2222.4
2025-10-13,Central,Saraburi,Kaeng Khoi,Smartphone,Electronics,20295,9,CUST0013,2976.25
2025-10-16,Central,Bangkok,Bangkok,Printer,Electronics,7999,8,CUST0016,795.9
2025-10-16,North,Chiang Rai,Mae Sai,Tablet,Electronics,14781,4,CUST0034,1990.72
2025-10-16,North,Chiang Rai,Mueang Chiang Rai,Smartphone,Electronics,21605,5,CUST0042,3644.75
2025-10-16,North,Chiang Mai,Doi Saket,Printer,Electronics,7692,4,CUST0068,1071.2
2025-10-17,South,Phuket,Patong,Stapler,Office Supplies,1002,6,CUST0088,150.9
2025-10-17,Northeast,Khon Kaen,Mueang Khon Kaen,Desk,Furniture,57690,10,CUST0060,13020.45
2025-10-18,North,Chiang Mai,Doi Saket,Tablet,Electronics,13348,1,CUST0022,1299.76
2025-10-18,Northeast,Khon Kaen,Chum Phae,Printer,Electronics,9188,3,CUST0055,1211.8
2025-10-19,Northeast,Khon Kaen,Mueang Khon Kaen,Tablet,Electronics,15118,3,CUST0082,1701.16
2025-10-20,South,Phuket,Patong,Printer,Electronics,7802,8,CUST0051,772.2
2025-10-20,South,Phuket,Phuket City,Smartphone,Electronics,15650,9,CUST0042,1949.5
2025-10-20,South,Surat Thani,Mueang Surat Thani,Printer,Electronics,11660,6,CUST0069,741.0
2025-10-21,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Tablet,Electronics,16709,10,CUST0044,1987.08
2025-10-23,Northeast,Khon Kaen,Mueang Khon Kaen,Laptop,Electronics,35834,1,CUST0075,5783.43
2025-10-23,Central,Saraburi,Kaeng Khoi,Smartphone,Electronics,19351,1,CUST0097,2425.65
2025-10-24,South,Surat Thani,Koh Samui,Tablet,Electronics,8464,8,CUST0049,1345.68
2025-10-24,North,Chiang Mai,Mueang Chiang Mai,Bookshelf,Furniture,3410,1,CUST0129,611.1
2025-10-24,East,Chonburi,Si Racha,Smartphone,Electronics,20104,2,CUST0065,2940.6
2025-10-25,Central,Saraburi,Muak Lek,Smartphone,Electronics,25126,1,CUST0061,3567.9
2025-10-25,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Laptop,Electronics,37877,4,CUST0058,6934.86
2025-10-26,Central,Saraburi,Kaeng Khoi,Laptop,Electronics,31993,10,CUST0046,5989.74
2025-10-26,South,Surat Thani,Mueang Surat Thani,Pen,Office Supplies,266,7,CUST0022,63.64
2025-10-28,East,Rayong,Ban Chang,Tablet,Electronics,86590,10,CUST0045,11962.88
2025-10-29,North,Chiang Mai,Doi Saket,Tablet,Electronics,22360,2,CUST0093,2567.2
2025-10-29,North,Chiang Mai,Mueang Chiang Mai,Desk,Furniture,4581,1,CUST0016,971.26
2025-10-29,Central,Bangkok,Bangkok,Desk,Furniture,22145,5,CUST0108,3022.32
2025-10-31,North,Chiang Rai,Mueang Chiang Rai,Binder,Office Supplies,650,10,CUST0134,70.91
2025-11-01,South,Phuket,Phuket City,Laptop,Electronics,41851,3,CUST0023,7884.18
2025-11-02,East,Rayong,Mueang Rayong,Tablet,Electronics,73692,9,CUST0030,9875.77
2025-11-02,South,Phuket,Phuket City,Printer,Electronics,5248,2,CUST0092,208.8
2025-11-02,East,Rayong,Ban Chang,Smartphone,Electronics,21303,8,CUST0065,2741.45
2025-11-03,North,Chiang Mai,Doi Saket,Printer,Electronics,14526,2,CUST0107,1611.04
2025-11-05,North,Chiang Mai,Mueang Chiang Mai,Laptop,Electronics,36481,4,CUST0032,6937.58
2025-11-05,East,Rayong,Ban Chang,Printer,Electronics,8300,10,CUST0059,659.0
2025-11-06,East,Chonburi,Si Racha,Printer,Electronics,7798,9,CUST0022,522.8
2025-11-06,South,Surat Thani,Mueang Surat Thani,Smartphone,Electronics,28639,2,CUST0051,4595.85
2025-11-07,East,Chonburi,Pattaya,Desk,Furniture,36340,5,CUST0096,9062.08
2025-11-07,Northeast,Nakhon Ratchasima,Pak Chong,Smartphone,Electronics,239072,8,CUST0110,35039.17
2025-11-08,East,Rayong,Ban Chang,Tablet,Electronics,8482,8,CUST0089,608.84
2025-11-08,East,Rayong,Mueang Rayong,Smartphone,Electronics,22270,9,CUST0060,3288.5
2025-11-08,Central,Saraburi,Muak Lek,Printer,Electronics,26358,3,CUST0143,2508.71
2025-11-10,North,Chiang Mai,Doi Saket,Stapler,Office Supplies,1020,3,CUST0116,189.87
2025-11-11,North,Chiang Mai,Doi Saket,Stapler,Office Supplies,2910,10,CUST0011,568.68
2025-11-12,Northeast,Khon Kaen,Chum Phae,Tablet,Electronics,13687,8,CUST0079,1336.44
2025-11-14,East,Chonburi,Pattaya,Printer,Electronics,5918,8,CUST0001,993.8
2025-11-14,South,Surat Thani,Mueang Surat Thani,Desk,Furniture,22131,3,CUST0086,2727.03
2025-11-15,South,Surat Thani,Mueang Surat Thani,Desk,Furniture,39496,8,CUST0056,7635.21
2025-11-15,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Smartphone,Electronics,18335,1,CUST0034,2493.99
2025-11-15,North,Chiang Mai,Mueang Chiang Mai,Lamp,Furniture,10770,10,CUST0022,1575.65
2025-11-16,Central,Bangkok,Bangkok,Laptop,Electronics,166540,5,CUST0105,27556.41
2025-11-16,North,Chiang Rai,Mueang Chiang Rai,Tablet,Electronics,10485,8,CUST0047,1651.2
2025-11-17,Northeast,Khon Kaen,Mueang Khon Kaen,Paper,Office Supplies,543,3,CUST0020,36.59
2025-11-17,Central,Saraburi,Kaeng Khoi,Printer,Electronics,41580,7,CUST0039,4232.12
2025-11-17,South,Phuket,Patong,Laptop,Electronics,34939,2,CUST0007,6381.02
2025-11-18,North,Chiang Mai,Doi Saket,Laptop,Electronics,38847,4,CUST0037,6815.46
2025-11-18,North,Chiang Rai,Mueang Chiang Rai,Laptop,Electronics,189600,5,CUST0149,32619.0
2025-11-18,Central,Bangkok,Bangkok,Lamp,Furniture,1960,2,CUST0078,243.47
2025-11-19,East,Chonburi,Si Racha,Laptop,Electronics,34614,2,CUST0045,6163.52
2025-11-20,Northeast,Khon Kaen,Chum Phae,Chair,Furniture,11907,7,CUST0026,2277.15
2025-11-22,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Lamp,Furniture,5508,6,CUST0027,624.23
2025-11-23,Central,Saraburi,Muak Lek,Smartphone,Electronics,21204,1,CUST0065,2860.6
2025-11-24,North,Chiang Mai,Doi Saket,Printer,Electronics,24189,3,CUST0139,2672.89
2025-11-24,Central,Saraburi,Kaeng Khoi,Laptop,Electronics,31577,7,CUST0039,6086.86
2025-11-24,East,Chonburi,Pattaya,Tablet,Electronics,103592,8,CUST0099,11391.06
2025-11-24,Central,Bangkok,Bangkok,Printer,Electronics,6415,6,CUST0070,770.5
2025-11-24,North,Chiang Rai,Mueang Chiang Rai,Bookshelf,Furniture,19312,4,CUST0027,3031.54
2025-11-25,East,Rayong,Mueang Rayong,Laptop,Electronics,34164,8,CUST0011,6518.52
2025-11-26,East,Chonburi,Pattaya,Lamp,Furniture,1653,3,CUST0084,175.24
2025-11-26,North,Chiang Rai,Mueang Chiang Rai,Laptop,Electronics,32475,1,CUST0019,5735.5
2025-11-26,South,Phuket,Phuket City,Laptop,Electronics,43341,2,CUST0086,8136.38
2025-11-26,North,Chiang Rai,Mueang Chiang Rai,Smartphone,Electronics,23111,6,CUST0010,3093.65
2025-11-27,South,Phuket,Phuket City,Laptop,Electronics,30786,4,CUST0075,5231.48
2025-11-27,East,Rayong,Ban Chang,Laptop,Electronics,29533,8,CUST0035,5506.94
2025-11-27,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Paper,Office Supplies,390,2,CUST0063,28.14
2025-11-28,East,Rayong,Ban Chang,Printer,Electronics,8565,7,CUST0006,1169.5
2025-11-28,South,Phuket,Phuket City,Smartphone,Electronics,128185,5,CUST0036,18522.44
2025-11-28,Central,Bangkok,Bangkok,Smartphone,Electronics,27543,1,CUST0020,3954.45
2025-11-29,South,Surat Thani,Koh Samui,Tablet,Electronics,8371,9,CUST0075,1308.52
2025-11-30,Northeast,Nakhon Ratchasima,Pak Chong,Tablet,Electronics,10905,2,CUST0022,1289.6
2025-12-02,South,Surat Thani,Koh Samui,Tablet,Electronics,11944,9,CUST0005,1243.28
2025-12-02,South,Surat Thani,Koh Samui,Smartphone,Electronics,22640,3,CUST0073,3236.0
2025-12-03,North,Chiang Rai,Mae Sai,Smartphone,Electronics,21065,1,CUST0014,3454.75
2025-12-03,South,Phuket,Phuket City,Laptop,Electronics,31509,5,CUST0070,5317.62
2025-12-04,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Lamp,Furniture,8955,9,CUST0142,1025.46
2025-12-05,South,Phuket,Phuket City,Tablet,Electronics,11182,1,CUST0008,868.84
2025-12-06,Northeast,Khon Kaen,Mueang Khon Kaen,Laptop,Electronics,37890,1,CUST0033,6315.33
2025-12-06,South,Surat Thani,Mueang Surat Thani,Printer,Electronics,7167,9,CUST0028,569.7
2025-12-07,North,Chiang Mai,Mueang Chiang Mai,Printer,Electronics,7856,8,CUST0044,404.6
2025-12-07,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Tablet,Electronics,15604,3,CUST0006,1769.48
2025-12-09,East,Chonburi,Si Racha,Lamp,Furniture,946,1,CUST0020,77.45
2025-12-10,Northeast,Khon Kaen,Chum Phae,Smartphone,Electronics,17023,3,CUST0078,2475.45
2025-12-11,North,Chiang Rai,Mueang Chiang Rai,Lamp,Furniture,7914,6,CUST0064,1315.05
2025-12-12,South,Phuket,Phuket City,Stapler,Office Supplies,1918,7,CUST0107,308.24
2025-12-13,Central,Saraburi,Muak Lek,Tablet,Electronics,118839,7,CUST0078,16837.85
2025-12-13,North,Chiang Rai,Mae Sai,Tablet,Electronics,28928,2,CUST0138,2912.93
2025-12-13,North,Chiang Mai,Mueang Chiang Mai,Lamp,Furniture,530,1,CUST0060,47.37
2025-12-14,North,Chiang Rai,Mae Sai,Pen,Office Supplies,850,10,CUST0021,146.67
2025-12-14,South,Surat Thani,Mueang Surat Thani,Tablet,Electronics,11722,10,CUST0090,915.64
2025-12-15,Central,Saraburi,Muak Lek,Smartphone,Electronics,28856,4,CUST0069,4105.4
2025-12-16,North,Chiang Mai,Mueang Chiang Mai,Pen,Office Supplies,96,2,CUST0117,20.66
2025-12-16,Central,Saraburi,Muak Lek,Desk,Furniture,17984,2,CUST0062,4194.03
2025-12-18,North,Chiang Rai,Mueang Chiang Rai,Stapler,Office Supplies,760,2,CUST0038,82.14
2025-12-20,North,Chiang Rai,Mae Sai,Printer,Electronics,5112,5,CUST0006,332.2
2025-12-22,Northeast,Khon Kaen,Mueang Khon Kaen,Laptop,Electronics,36285,7,CUST0074,6576.3
2025-12-22,North,Chiang Mai,Doi Saket,Printer,Electronics,5145,5,CUST0004,876.5
2025-12-23,East,Rayong,Mueang Rayong,Printer,Electronics,6490,2,CUST0087,663.0
2025-12-26,East,Chonburi,Si Racha,Laptop,Electronics,33147,10,CUST0098,5966.46
2025-12-27,Central,Saraburi,Kaeng Khoi,Printer,Electronics,11644,6,CUST0048,1314.4
2025-12-27,North,Chiang Mai,Mueang Chiang Mai,Smartphone,Electronics,15819,3,CUST0039,2850.85
2025-12-27,Northeast,Khon Kaen,Chum Phae,Laptop,Electronics,269145,9,CUST0027,52910.62
2025-12-29,South,Surat Thani,Mueang Surat Thani,Binder,Office Supplies,1287,9,CUST0138,116.86
2025-12-30,North,Chiang Rai,Mueang Chiang Rai,Laptop,Electronics,43879,6,CUST0019,7981.22
2025-12-30,North,Chiang Mai,Doi Saket,Printer,Electronics,7029,1,CUST0004,600.9
2025-12-30,Central,Saraburi,Muak Lek,Paper,Office Supplies,2016,9,CUST0030,119.59
